imdbID,Title,Year
tt13092028,Dans les rues d'Alexandrie,1912
tt8737540,Barsoum Looking for a Job,1923
tt0278445,Fi bilad Tout Ankh Amon,1923
tt0258759,Laila,1927
tt0258757,Kubla fil Sahara,1927
tt0280121,Souad al-ghagariyyah,1928
tt0258559,Fajia'a fok el haram,1928
tt0258996,Suad al ghagharia,1928
tt0258544,El bahr biyidhak lesh,1928
tt0274787,Sani al-qabaqib,1928
tt0258613,Ghadat el Sahara,1929
tt0258456,Bint el Nil,1929
tt0258708,Kesh Kesh Bey,1929
tt0274674,Al-moukhatarah al-aguibah,1929
tt0021570,Zeinab,1930
tt0259026,Taht dow el kamar,1930
tt0258644,El hawia,1931
tt0258822,Muguezat el hub,1931
tt0258940,Sahib al saada,1931
tt0262251,Awlad el zawat,1932
tt0268754,El warda el baida,1932
tt0262494,Inshudat el fuad,1932
tt0262356,El dahya,1932
tt0262594,Makhazane el ochak,1932
tt0262891,Wakhz el damir,1932
tt0262459,Hamsi telef wa wahad,1932
tt0262939,El zowaje,1933
tt0279639,Al-khatib nimrah talatach,1933
tt0262398,Endama toheb el maraa,1933
tt0262535,Kaferi am khatiatak,1933
tt0262439,Goha wa Abu Nawas,1933
tt0262250,Awlad Masr,1933
tt0268764,Yacout,1934
tt0267073,Uyun sahira,1934
tt0268379,Ibn el shaab,1934
tt0264568,El-ittihâm,1934
tt0268350,Hawadess Kish Kish Bey,1934
tt0268439,Al mandoubain,1934
tt0266396,Chagarat al-dorr,1935
tt0269166,Dr. Farhat,1935
tt0269848,Shalom el torgoman,1935
tt0269846,Shabah el madi,1935
tt0269142,Al defaa,1935
tt0268966,El bahar,1935
tt0270920,Doumou' el hub,1936
tt0237908,Wedad,1936
tt7783840,Mafish Fayda,1936
tt0270967,El ghandoura,1936
tt0271051,Queen of the Stages,1936
tt0270860,Bisalamtu ouz itjawaz,1936
tt0266299,Banknote,1936
tt0271058,Meet alf guinea,1936
tt0271047,Maarouf el Badawi,1936
tt0271007,Inshudat el radio,1936
tt0270834,Antar effendi,1936
tt0279640,Al-yad al-sawda,1936
tt0270850,Bawab el amara,1936
tt0271070,El muallem Bahbah,1936
tt0276158,Khafir el-Darak,1936
tt0276183,El-Hareb,1936
tt0255949,Doctor Epaminondas,1937
tt0281106,El radi,1937
tt0264788,Layla bint el sahara,1937
tt0281161,Salama fi khair,1937
tt0276179,El hal el akhir,1937
tt0276486,Serr el Doktor Ibrahim,1937
tt0276566,Tita and Wong,1937
tt0276262,Kulluh illa keda,1937
tt0275949,El ayd el saouda,1937
tt0276231,El izz bahdala,1937
tt0276311,El magid el khalid,1937
tt0281150,El sa'a saba,1937
tt0237487,Nashid al-Amal,1937
tt0275890,Abu Zarifa,1937
tt0276206,El hub el morestani,1937
tt0281362,Warra el setar,1937
tt0275889,Al abiad wa al aswad,1937
tt0267133,Zawja bil nayaba,1937
tt0276318,Mar'ati numera ithnain,1937
tt0281381,Yahya el hub,1938
tt0280855,Lachine,1938
tt0263532,Kapetan Skorpios,1938
tt0288771,The Girl Refugee,1938
tt0280857,Laila fil amr,1938
tt0281018,Osman wa Ali,1938
tt0254138,Engagement with Hurdles,1938
tt0281387,Yom el mona,1938
tt0281009,Omar wa Jamila,1938
tt0280572,Congratulations,1938
tt0280806,Kaddamti,1938
tt0281155,Saet el tanfiz,1938
tt0256227,Nida al wajeb,1938
tt0280425,Ana tabi keda,1938
tt0281003,Nufus haira,1938
tt0280782,Izz el talab,1938
tt0266331,Bint el-Basha el-Mudir,1938
tt0288690,When the Husband Travels,1938
tt0281271,El telegraph,1938
tt0275209,El azima,1939
tt0281188,Shi min la shi,1939
tt0281151,Salfni talata guineh,1939
tt0280810,Kaiss wa leila,1939
tt0266533,Fattich an el-mar'a,1939
tt0280466,Bayayet el tiffah,1939
tt0280608,El doctor,1939
tt0280858,Laila momtera,1939
tt0280834,El khanz el mafkoud,1939
tt0280864,Cairo Nights,1939
tt0280404,Agnihat el sahara,1939
tt0267138,Zelekha tuhib Achur,1939
tt0281259,Taman el saada,1939
tt0281388,Yom said,1940
tt0237133,Dananir,1940
tt0281169,Sarkha fil lail,1940
tt0281363,El warsha,1940
tt0280833,Khalaf el habayyeb,1940
tt0280463,El bashmikawwal,1940
tt0280813,Kalb el murra,1940
tt0280449,El awda il al rif,1940
tt0280725,Hayat el zalam,1940
tt0266532,Fatat mutamarrida,1940
tt0281257,Taht el selah,1940
tt0274573,Intisar al-chabab,1941
tt0281192,Si Umar,1941
tt0281160,Salaheddine el Ayubbi,1941
tt0280411,A Thousand and One Nights,1941
tt0280868,"Leila, bint el rif",1941
tt0280439,Ashab el aukul,1941
tt0281110,Rajul bayn murratain,1941
tt0281613,Assifa alal rif,1941
tt0280762,Ilal abad,1941
tt0033350,Areess min Istambul,1941
tt0266642,Imra'a khatira,1941
tt0280686,El forsane el talata,1941
tt0281988,Mamnou'a el hub,1942
tt0237016,Aydah,1942
tt0281560,Ali Baba wa al arbain harame,1942
tt0281552,Ahlam el chabab,1942
tt0034436,Ahib al ghalat,1942
tt1764557,Rabab,1942
tt0281955,Wedding Night,1942
tt0281959,"Leila, bint madaress",1942
tt0034490,Bahbah fi Baghdad,1942
tt0034483,Awlad al fouqara,1942
tt0266504,El-charid,1942
tt0034517,Bint zawat,1942
tt0281925,Ibn el balad,1942
tt0281926,Ibn el sahara,1942
tt0266503,El-Aris el-Khames,1942
tt0266506,El-muttahama,1942
tt0281960,"Leila, ghadet el camelia",1942
tt0281981,Mahattat el unse,1942
tt0281995,Masnaa el zawjate,1942
tt0266718,Law kunt ghani,1942
tt0281556,Ala masra el hayat,1942
tt0282167,El sittat fi khatar,1942
tt0034939,Khefaya al dunia,1942
tt0284547,El tarik el mustakim,1943
tt0036654,Les Misérables,1943
tt0034769,Gawhara,1943
tt0273504,Cleobatra,1943
tt0281555,Akhiran tazowajet,1943
tt0281661,Bint el cheikh,1943
tt0281989,Man fata kadimah,1943
tt0282256,Wadi el numjum,1943
tt0282024,Nida' el kalb,1943
tt0271941,El aamel,1943
tt0284438,Russassa fil kalb,1944
tt0284360,Nureddine wa bahhara el talata,1944
tt0274524,Gharam wa intiqam,1944
tt0125495,Victims of Love,1944
tt0283926,Berlanti,1944
tt9876150,Hanan,1944
tt0037348,The Magic Hat,1944
tt0037044,Who Is the Criminal?,1944
tt0284543,Tahia el sittat,1944
tt0284594,Uscot el hub,1944
tt0284194,Hub min el samaa,1944
tt0284480,Sharea Muhammed Ali,1944
tt0284232,Kedb fi kedb,1944
tt0284287,Magda,1944
tt0283837,El abriaa,1944
tt0037116,Naduga,1944
tt0284352,Nida' el dam,1944
tt0283893,Arris el hana,1944
tt0284257,Leila fil zalam,1944
tt0036943,Ibnati,1944
tt0266640,Imma guinan,1944
tt0284630,Wahida,1944
tt0284256,Leila el badawie,1944
tt0284167,Hanane kadiet el yom,1944
tt0036897,Hassan wa Hassan,1944
tt0284198,Ibn el haddad,1944
tt0038044,Safeer gohannam,1945
tt0237688,Salamah,1945
tt0273431,Antar wa Ablah,1945
tt0284241,Kubla fi Lubnan,1945
tt0286784,Leila bint el fukara,1945
tt0286954,Shahr el asal,1945
tt0266507,El-Qalb luh Wahed,1945
tt0037626,Dai'iman fi qalbi,1945
tt0287165,El zalla el kabira,1945
tt0284175,El hayat kefah,1945
tt0284230,Kataltu waladi,1945
tt0284283,Madinat el ghajar,1945
tt0284418,Ragaa,1945
tt0313528,Rabha,1945
tt0037529,Bayn narayn,1945
tt0037526,Al-bani adam,1945
tt0284246,Lailat el haz,1945
tt0284247,Lailat el jumaa,1945
tt0286642,Gamal wa Dalal,1945
tt0037524,Banat al reef,1945
tt0266616,Haza ganahu abi,1945
tt0283864,Ahlahum,1945
tt0037724,Al-fulus,1945
tt0284193,El hub el awal,1945
tt0284550,Taxi hantur,1945
tt0284299,El mazaher,1945
tt0283865,Ahlam el hub,1945
tt0284221,El jins el latif,1945
tt0287067,Al umm,1945
tt0037517,Al-anissa Busa,1945
tt0038138,Al-suq al-Soda',1945
tt0037512,Amirat al ahlam,1945
tt0286679,El haz el said,1945
tt0284448,Saif el jallad,1945
tt0286933,El sabr tayeb,1945
tt0286619,El fannan el azim,1945
tt0283932,El bey el mozayaf,1945
tt0283863,Aheb el baladi,1945
tt0297182,Ibn el shark,1945
tt0283903,Awal el shahir,1945
tt0284165,Hassan wa Hassan,1945
tt0284161,El guil el jedid,1945
tt0038689,Libat el-Sitt,1946
tt0297246,Lastu malakan,1946
tt0286956,Sheharazade,1946
tt0042186,Ahmar shafayef,1946
tt0286836,El-Naeb el-Am,1946
tt0286802,El-Madhi el-Maghool,1946
tt0297248,Leila bint el agnia,1946
tt0038947,Sirr abi,1946
tt0286467,Aroussa lel ajar,1946
tt0285527,Dunia,1946
tt0286465,Ard el Nil,1946
tt0038720,Malak al rahma,1946
tt0286804,Tears and Glory,1946
tt0038667,Al-kena al ahmar,1946
tt0286839,El nefkha el kadaba,1946
tt0287150,Yad Allah,1946
tt0286837,Najaf,1946
tt0286835,El musica,1946
tt0286459,Ana wa ibn ammi,1946
tt0038755,Al-mughani al maghool,1946
tt0035960,Hadamat beyti,1946
tt0286673,Haram el Basha,1946
tt0286754,El kheir wal cheir,1946
tt0297373,Salwa,1946
tt0286470,Ashab el saada,1946
tt0038925,Shadia al wadi,1946
tt0286744,Kalab damia,1946
tt0286475,Awdat el qafela,1946
tt0286535,Casino el latafa,1946
tt0286474,Awassef,1946
tt0286805,Malikat el jamal,1946
tt0038316,Awdat Taqiyyat al ikhfa,1946
tt0286753,El khamsa guinea,1946
tt0038932,Shamha tahtarek,1946
tt0286509,Bint el shark,1946
tt0287154,El yatima,1946
tt0266505,El-hanim,1946
tt0286570,Dahaya el madania,1946
tt0286750,Kasset gharam,1946
tt0286799,No Can Do,1946
tt0297474,Yom feel ali,1946
tt0038502,Al-dunia bi-kheir,1946
tt0286651,Gharam el shuyukh,1946
tt0297003,Awal nazra,1946
tt0297141,Gharam badawiya,1946
tt0296974,Adoue el murra,1946
tt0297110,Express el hub,1946
tt0272801,Rawiyah,1946
tt0297272,El malak el abiad,1946
tt0287078,El ursh el abiad,1946
tt4158720,Ibn al Chark,1946
tt0297318,Omm el Saad,1947
tt0237233,Fatmah,1947
tt0297224,Qalbi Dalili,1947
tt1630584,Les pyramides d'Egypte,1947
tt0039639,Al-muntaqim,1947
tt0297372,Sahab balain,1947
tt0297225,Kalbi wa saifi,1947
tt0296970,Abu Zeid el Hilali,1947
tt0042180,Abu Halmoos,1947
tt0297159,Habib al omr,1947
tt0039831,Al-sittat afarit,1947
tt0297419,El taisha,1947
tt0297355,Rajul el mostakbal,1947
tt0297418,El tadheya el kobra,1947
tt0266084,Zahrat el-sûq,1947
tt0297016,Bayaet el nassib,1947
tt0036598,Ana Satuta,1947
tt0297229,Khatem Suleiman,1947
tt0297348,El primo,1947
tt0297375,Samaret el garima,1947
tt0296981,El ahdab,1947
tt0297143,El ghira,1947
tt0296992,Arousset el bahr,1947
tt0297142,El ghawla el akhira,1947
tt0297226,Kanz el saada,1947
tt0274872,Soultanat al-sahra,1947
tt0297302,El mutasharrida,1947
tt0296971,Adat ila kawaedha,1947
tt0296975,Adua el mughtama,1947
tt0297140,Ghani harb,1947
tt0297160,Hadaya,1947
tt0297230,El khatiya,1947
tt0297145,Ghurub,1947
tt0297222,Kabilni ya abi,1947
tt0297223,El kahira-Baghdad,1947
tt0297006,Azhar was ashowk,1947
tt0297243,Lailayat ons,1947
tt0297009,El badawia el hasnaa,1947
tt0297139,Ghadr wa azab,1947
tt0296984,Amal daya,1947
tt0300437,Sabah el kheir,1947
tt0296988,Ankam el Arab,1947
tt0299961,Hamamet el salam,1947
tt0297313,Nour minel samaa,1947
tt0297274,Malika fi gehennam,1947
tt0297046,Chabah nus el lail,1947
tt0296996,Assir el zalam,1947
tt0036121,Lubnani fel gamaa,1947
tt0300093,El kul yughanni,1947
tt0297072,Dharbat el-Qadr,1947
tt0297004,Awdat el gharib,1947
tt0297106,El ersane talata,1947
tt0296982,El akl fi ijaza,1947
tt0300021,Ibn Antar,1947
tt0296967,El ab,1947
tt0297268,Maarouf el eskafi,1947
tt0299969,Hayat haira,1948
tt0038372,Bulbul Afandi,1948
tt0304958,El yatimatain,1948
tt0303766,Bint haz,1948
tt0303641,The Princess of the Island,1948
tt0299968,El hawae wa el chabab,1948
tt0300100,El laab bil nar,1948
tt0038867,Rajulun la yanam,1948
tt0300215,El mostakbel el maghoul,1948
tt0300221,El mughamer,1948
tt0300541,Talak Suad hanem,1948
tt0304455,Nahwal majd,1948
tt0299456,Aishat fi zalam,1948
tt0300199,El millionaira el saghira,1948
tt0300447,Samsun el kabir,1948
tt0300249,Nargass,1948
tt0040617,Mughamarat Antar wa Abla,1948
tt16253266,Egyptian Premier league,1948
tt0303997,Fatat men Falastin,1948
tt0300631,El wajeb,1948
tt0300441,Sahibat el amara,1948
tt0304650,El ruh wa el-jisad,1948
tt0300067,Kanat malakan,1948
tt0299871,Fath Masr,1948
tt0300074,Khulud,1948
tt0299872,Fatna,1948
tt0299582,El bostagi,1948
tt0304264,El katela,1948
tt0299449,Adli el samaa,1948
tt0299893,Fok el suhab,1948
tt0300025,El ikab,1948
tt0300103,Lait al shabab,1948
tt0300436,El saada el muharrama,1948
tt0300440,Sagua el lail,1948
tt0299538,Bint el muallim,1948
tt0300046,Jawaz itnain,1948
tt0273730,Layla al-amiryyah,1948
tt0304287,Khayal el murra,1948
tt9808756,Anbar,1948
tt0299939,Goha wa el saba banat,1948
tt0300481,Sikkit el salama,1948
tt0300411,El rif el hazine,1948
tt0300486,El sitt walal ghena,1948
tt0299963,Hareb min el sijn,1948
tt0300635,Ward Shah,1948
tt0300005,Hub,1948
tt0300006,Hub wa junun,1948
tt0300022,Ibn el fellah,1948
tt0300678,Yahia el fann,1948
tt0184512,The Flirtation of Girls,1949
tt0035756,Confession Chair,1949
tt0297707,Little Miss Devil,1949
tt0041099,Agaza fel gahannam,1949
tt0303617,Ahebbak inta,1949
tt0304920,Waladi,1949
tt0303999,Fatma wa Marika wa Rachel,1949
tt0304718,Sitt el beit,1949
tt0304371,El majnuna,1949
tt0041630,Mandil el-Hulw,1949
tt0304437,El murra shaitan,1949
tt0274853,Sirr al-amirah,1949
tt21368644,Hoda,1949
tt0041574,Lahalibo,1949
tt0041864,Shari al-bahlawan,1949
tt0303708,El bait el kabir,1949
tt0304157,Hilm layla,1949
tt0304659,Sahibat el malilim,1949
tt13706084,Leilet el-Eid,1949
tt0304719,El sittat keda,1949
tt0304124,El halaka el mafkuda,1949
tt0304263,El Katela,1949
tt0304453,Nadia,1949
tt0303620,Ala ad lehafak,1949
tt0304068,Gawaher,1949
tt0304973,Zoul wijhain,1949
tt0304171,El hub la yamut,1949
tt0304462,El nasseh,1949
tt0303839,El chater Hassan,1949
tt0304490,Nus el lail,1949
tt0308010,Bayumi effendi,1949
tt0304382,El masri effendi,1949
tt0303616,Aheb el raks,1949
tt0304122,Hadwat el hisan,1949
tt0304316,El-Lail Lena,1949
tt0304307,Kol Beit Loh Ragel,1949
tt0307976,Assir el aioun,1949
tt0307941,Akbal el bakari,1949
tt0303684,Arwah haima,1949
tt0304364,Mabrouk aleki,1949
tt0304438,El murra,1949
tt0036589,Aish wal malh,1949
tt0308036,Bint el omdeh,1949
tt0308685,Ouah el mahfaza,1949
tt0304125,Halawa,1949
tt0304256,Kalam el naas,1949
tt0310632,Amir el-Inteqam,1950
tt0308580,El Millioner,1950
tt0312049,Yasmin,1950
tt0310599,Akher kedba,1950
tt0310637,Ana el-Madhi,1950
tt0042217,Baba Amin,1950
tt0308832,El sakr,1950
tt0042972,The Lady of the Castle,1950
tt0307972,Asmar wa jamil,1950
tt0307963,Anissa mama,1950
tt0308890,Sibuni aghani,1950
tt0307980,El avocato Madiha,1950
tt12947534,Qamar Arba'tashar,1950
tt0042218,Baba Areess,1950
tt0310694,Ayyam chababi,1950
tt0310600,Akhlaq lel-Bai,1950
tt0308879,Shati el gharam,1950
tt0041151,Baladi wa khafa,1950
tt0042800,Okhti Satuta,1950
tt0042705,Makansh alal bal,1950
tt0041097,Afrah,1950
tt0308536,Mahsoub el ala,1950
tt0042536,Habibti Susu,1950
tt0309099,Zalamuni el nass,1950
tt0309108,El zouja el saba,1950
tt0308009,El batal,1950
tt0042216,Ayni bi-triff,1950
tt0308035,Bint Bariz,1950
tt0311549,Mughamarat Khadra,1950
tt0311491,Marakat el hayat,1950
tt0311392,Keid el nessaa,1950
tt0307943,El akl zina,1950
tt0308542,Maktab el gharam,1950
tt0308161,Demoue el farah,1950
tt0308398,Ilham,1950
tt0311400,Kisma wa nassib,1950
tt0307958,Ana wa inta,1950
tt0308253,Felfel,1950
tt0308309,Gharam rakissa,1950
tt0308828,Saa la kalbak,1950
tt0307936,"Ah, min el rajula?",1950
tt0308564,El mazlouma,1950
tt0308528,Malihsh Ya Zahr,1950
tt0308348,Hamatak tehebbak,1950
tt0311012,Dimaa fil sahara,1950
tt0308964,Tarik el shouk,1950
tt0308430,Jaoz el arba,1950
tt0308482,Lailat el dokhla,1950
tt0311240,Habibi katir,1950
tt0316880,Ward el gharam,1951
tt0043670,Son of the Nile,1951
tt0316153,Laka yom ya zalem,1951
tt0316096,Katr el nada,1951
tt0310576,Adam wa Hawwa,1951
tt0311881,Taa la salim,1951
tt0315268,Beit al ashbah,1951
tt0316103,Khad el jamil,1951
tt0310638,Ana bint nass,1951
tt8117226,El Sab'a Afandi,1951
tt0316029,Intekam el habib,1951
tt0311743,Shebbak habibi,1951
tt0315239,Awladi,1951
tt0311747,Sammaet el telefon,1951
tt0315935,Habib el-Rooh,1951
tt0039794,El sabri jamil,1951
tt0043524,Fataat al sirk,1951
tt0311416,Lailat gharam,1951
tt0311884,Taish chebab,1951
tt0310711,El banat sharbat,1951
tt0310672,Assifa alal rabi,1951
tt0042491,Furigat,1951
tt0311496,Mashoul bi ghairi,1951
tt0261164,Amina,1951
tt0311532,El-Meallem Bulbul,1951
tt0315940,Hamati kombola zorria,1951
tt0311395,Khadaini abi,1951
tt0312068,Zuhour el Islam,1951
tt0316256,Men Ghair Weda,1951
tt0316105,Khadra wa Sindibad el khebli,1951
tt0315218,Asrar el naas,1951
tt0310693,Awlad el shareh,1951
tt0311124,Feyrouz hanem,1951
tt0311312,Ibn el halal,1951
tt0311417,Lailet el henna,1951
tt0311382,El kafela tassir,1951
tt0311394,Khabar abiad,1951
tt0315214,Ashki limin?,1951
tt0316106,El kharij anal kanoun,1951
tt0311306,El hub fi khatar,1951
tt0312023,Widaan ya gharami,1951
tt0042566,Hokm al kawi,1951
tt0275063,Wahiba malikat al-ghagar,1951
tt0311575,Nehayat kussa,1951
tt0310705,Balad el mahbub,1951
tt13105740,Aldunya hulwa,1951
tt0036345,Al-sharaf ghali,1951
tt0311198,Geziret el ahlam,1951
tt0310968,Daheit gharami,1951
tt0311129,Fil hawa sawa,1951
tt0140019,Ena votsalo sti limni...,1952
tt0316472,Rayya wa Sakinah,1952
tt0044820,Lahn al khouloud,1952
tt0126654,Lady of the Train,1952
tt0316934,Zalamt Ruhi,1952
tt0316221,House No. 13,1952
tt0316365,Ayzah Atgawwez,1952
tt0316321,El nimr,1952
tt0316948,Charming Flowers,1952
tt0316199,Ma takulshi la hada,1952
tt0316253,Min aina laka haza?,1952
tt0316228,Masri fi Lubnan,1952
tt0316936,Zaman el ajab,1952
tt0316254,Min al kalb al kalb,1952
tt0126469,Al-muharrij al-Kabir,1952
tt0315890,Ghadab el waledain,1952
tt0316286,El muntasir,1952
tt0315988,El hub bahdala,1952
tt0316361,El osta Hassan,1952
tt0315294,Bint el shatia,1952
tt11116602,Amal,1952
tt11110686,Hayati Int,1952
tt0316052,Janna wa narr,1952
tt0316014,El iman,1952
tt0042718,Al-masakeen,1952
tt0316289,Mustafa Kamel,1952
tt0315936,Habib kalbi,1952
tt0316033,Intisar el Islam,1952
tt0315938,Halal alayk,1952
tt0315182,Ana bint min?,1952
tt0316258,Mismar Goha,1952
tt0300689,El zanati Khalifa,1952
tt0316842,El-Ustazah Fatmah,1952
tt0316348,El omm el katila,1952
tt0316152,Lailat el kadr,1952
tt0316038,Isalu kalbi,1952
tt0316255,Min ara'a jabini,1952
tt0315892,Ghaltet ab,1952
tt0045143,Shamshoon wa Libleb,1952
tt0185021,The Sweetness of Love,1952
tt0316104,Khadam el kheir,1952
tt0315184,Ana wahdi,1952
tt0315159,Ala kayfak,1952
tt0315339,Bushrat Khair,1952
tt0308614,Murra min nar,1952
tt0315305,Bomba,1952
tt0316910,Yascot el istemar,1952
tt0316714,Surat el zafaf,1952
tt0315364,Cass el azab,1952
tt0043158,Zeinab,1952
tt0042538,Hadarat al muhtaram,1952
tt0315525,El dum yahan,1952
tt0315177,Amin bi Allah,1952
tt0315536,Eddini akhlak,1952
tt0315215,Ashra baladi,1952
tt0315170,Al-hawa maluush dawa,1952
tt0316301,Nahed,1952
tt0316084,Kalil el bakht,1952
tt0315158,Al samaa latanam,1952
tt0315180,Amwal el yatama,1952
tt0315269,Beit el nattash,1952
tt0315270,El beit el said,1952
tt0317630,Have Mercy,1953
tt0184375,Dahab,1953
tt0315140,Abid el mal,1953
tt0317619,Hamido,1953
tt0316102,The Night Train,1953
tt0318820,Wafaa,1953
tt0046277,Sayyed al-badawi,1953
tt0315293,Bint el akaber,1953
tt0208931,Egypt by Three,1953
tt4172460,The Hell of Jealosy,1953
tt0317645,El hermane,1953
tt0046128,Nissae bila regal,1953
tt0315989,Hub fil zalam,1953
tt0317466,Fail kheir,1953
tt0315247,Baeat el-Khubz,1953
tt0318481,Nafiza alal janna,1953
tt0316179,Lisanak husanak,1953
tt0317067,Aqwa men el-Hubb,1953
tt0317392,El dunia lamma tidhak,1953
tt0318478,Nachala hanem,1953
tt0316208,Maktub alal guebin,1953
tt0255663,Toubib el affia,1953
tt0316935,Zalamuni el habaieb,1953
tt0316167,Al-Leqaa Al-Akhir,1953
tt0315992,Hukum el zama,1953
tt0316598,Shim el nessim,1953
tt0315991,Hukum Karakush,1953
tt0046738,Baad al wedah,1953
tt0315891,Ghaltat el umr,1953
tt0318453,Moawad ma al hayat,1953
tt0316588,El shak el katel,1953
tt0316589,Sharik hayati,1953
tt0315894,Gharam Bouthaina,1953
tt0316573,El serr fi birr,1953
tt0316008,Ibn al ajar,1953
tt0316284,El mukaddar wal maktoub,1953
tt0318393,Lahn hubi,1953
tt0315990,El hub makruh,1953
tt0316264,Moamara,1953
tt0318404,El liss el sharif,1953
tt0315149,Afrit am Abdu,1953
tt0315589,Fi sharie min?,1953
tt0046779,Bint al hawa,1953
tt0318470,El murra kulshi,1953
tt0318421,Malish had,1953
tt0316085,Kalimat el hak,1953
tt0317692,Ibn el harra,1953
tt0315290,"Bilal, Muezzin el rasul",1953
tt0315183,Ana wa habibi,1953
tt0315185,Ana zanbi eh?,1953
tt0315202,Ard el abtal,1953
tt0317693,Ibn Dhawat,1953
tt0046772,Beyt al Taa,1953
tt0317618,El hamawat el fatenat,1953
tt0316083,Kalbi ala waladi,1953
tt0316728,Tarik el saada,1953
tt0042701,Magless al edarah,1953
tt0315948,Hazzak hathal usbua,1953
tt0315213,Esh hado Ya Nas,1953
tt0315262,Bayn kalbain,1953
tt0315155,Aisha,1953
tt0318447,Milyon Genaih,1953
tt0315263,Bayni wa baynak,1953
tt0044429,The Blazing Sun,1954
tt0126661,Shaytan al-Sahra,1954
tt0317059,Afritet Ismail Yassine,1954
tt0318821,The Monster,1954
tt0342017,Abo El-Dahab,1954
tt0317093,Arbah banat wa zabit,1954
tt0318855,El zulum haram,1954
tt0317164,The Neighbor's Daughter,1954
tt0342512,Life or Death,1954
tt0342634,Khariet el ochak,1954
tt0342456,Gaaluni mujriman,1954
tt0317094,El ard el tayeba,1954
tt0317634,Hassan wa Morcos wa Cohen,1954
tt0284542,Tahia el rejala,1954
tt0273602,Al Faris Al Aswad,1954
tt0318464,Mughammarat Ismail Yassine,1954
tt0342748,Mawad ma al saada,1954
tt0047145,Khataf Merati,1954
tt0342397,Fatawat el Husseinia,1954
tt0342575,Intisar el hub,1954
tt0317638,Al hayat... al hub,1954
tt0342034,Alashan eyounik,1954
tt0343006,Women Can't Lie,1954
tt0047392,The Farewell Dance,1954
tt0317617,The Barber of Bagdad,1954
tt0342578,Irham demoui,1954
tt0342043,Americani min Tanta,1954
tt0317076,Ana el hub,1954
tt0318420,El malak el zalem,1954
tt0318628,Ressalet gharam,1954
tt0342783,El mogrem,1954
tt0343161,Waad,1954
tt0342500,Hadassa zata laila,1954
tt0318419,Al mal wal banun,1954
tt0317080,El-Anesah Hanafi,1954
tt0342058,Arousset el maouled,1954
tt0342667,Laila min omri,1954
tt0342081,Aziza,1954
tt0318738,Taxi el gharam,1954
tt0342607,Gunoon el-Hubb,1954
tt0047553,Tager al fadayeh,1954
tt0355240,Bahbooh Afandi,1954
tt0318455,El mohtal,1954
tt0317825,Kidbet April,1954
tt0318841,Ya zalamni,1954
tt0317858,Kuloub el naas,1954
tt0343137,El ustaz Sharaf,1954
tt0342586,Iterafat zauja,1954
tt0318460,El mostahtera,1954
tt0480752,Athar fi el-Remal,1954
tt0342289,Dillouni ya naas,1954
tt0318477,El naas makamat,1954
tt0342501,El hakuni bil maazun,1954
tt0318394,Lamin hawak,1954
tt0342573,Insan ghalban,1954
tt0318428,Marrat al ayyam,1954
tt0318514,El omr wahad,1954
tt0318686,Sharaf el bint,1954
tt0317470,Faleh wa Mohtass,1954
tt0317121,Banat hawa,1954
tt0318529,Owa tefakkar,1954
tt0317616,Halik ma Allah,1954
tt0317109,Assrar fi rammel,1954
tt0317106,Deprived Lover,1954
tt0317319,Dastet manadil,1954
tt0317108,Assaad ayyam,1954
tt0317827,Kidt Ahdem Bayti,1954
tt0317307,Daiman maak,1954
tt0318505,Delight of My Eyes,1954
tt0342080,Our Best Days,1955
tt0048922,Abdullah's Harem,1955
tt0342749,Mawed maa Iblis,1955
tt0342084,Bahr el gharam,1955
tt0342666,Lahn el wafaa,1955
tt0271634,Le masque de Toutankhamon,1955
tt0342571,Inni rahela,1955
tt0281623,Days and Nights,1955
tt0342087,Banat el lail,1955
tt0342063,Assafir el janna,1955
tt0342498,El habib el maghul,1955
tt0342039,Allah maana,1955
tt0342171,Captain Masr,1955
tt0342637,Kilo tissa wa tissaine,1955
tt0275290,Darb al-mahabil,1955
tt0342582,Ismail Yassine fil geish,1955
tt0342986,Shati el zekriat,1955
tt0271179,Sigarah wa kas,1955
tt0356642,Crime of Love,1955
tt0342462,El gassad,1955
tt0342110,Bint el balad,1955
tt0342921,Rannet el kholkhal,1955
tt0342262,Daouni aish,1955
tt0342678,Layali el hub,1955
tt0342661,Kusset hubi,1955
tt0342026,Ahl el hawa,1955
tt0342059,Ashek el ruh,1955
tt0342543,Hub wa demoue,1955
tt0342025,Aghla min aynaya,1955
tt0342410,Fi sahatak,1955
tt0342808,Naharak Saeed,1955
tt0342042,Amani el-Umr,1955
tt0048695,Tar bayit,1955
tt0342732,Mamlakat el nessaa,1955
tt0342385,Fajr,1955
tt0342948,El Saad waad,1955
tt0342633,Khali shogul,1955
tt0342727,Mahad el riada wa el raks,1955
tt0342734,Man radia bikalilu,1955
tt0342027,Ahlam el rabia,1955
tt0342086,Banadi ilek,1955
tt0342049,Araess fil mazad,1955
tt0342614,Kalbi yahwak,1955
tt0342472,El ghaeba,1955
tt0342991,El sheikh Hassan,1955
tt0342244,Dahakat el kadar,1955
tt0342584,Ismail Yassine Meets Raya and Sekina,1955
tt0343092,Thawrat el-Madinah,1955
tt0342811,Nahnu bashar,1955
tt0342245,Dahaya el ektaa,1955
tt0342718,Ma hadda akhed mina haga,1955
tt0352992,Waad el hawa,1955
